booking_id,carrier_code,vehicle,vehicle_capacity,total_amount,total_package,total_weight (tons),total_cbm,total_load_proportion_rate,transport_utilization_rate,num_of_pickup_point,pickup_points,last_pickup_point,num_of_destination_point,store_code,total_loading_time (days),pickup_time (days),delivery_time (days),delivery_month
19-TP-AA-24072024-166374,D,61E-005.02,5,176887358,370,4.0729605,20.848002,100,100,1,B,B,1,E,0.03194444445,0.01111111111,1.040972222,Nov-2024
19-TP-AA-24072024-166375,D,61P-0114,5,398015931,630,5.262684,12.030165,100,100,1,B,B,1,E,0.03125,0.001388888893,0.975,Nov-2024
02-TP-AA-24072024-166377,E,50H-206.50,5,281717665,560,6.1592475,11.728227,100,100,1,C,C,1,E,0.03055555555,0.007638888892,0.9347222222,Jun-2024
60-TP-AA-24082024-173832,C,51C-853.76,16,304061788,960,8.370285,17.769486,100,100,1,C,C,1,F,0.02916666667,0.01666666666,0.1333333333,Jun-2024
TTPP-AA-24082024-173966,A,51C-062.61,1.6,33947936,160,0.629874,2.991282,50,100,1,C,C,1,F,0.02569444444,0.001388888893,0.1020833333,Jun-2024
TTPP-AA-25082024-174005,A,51C-062.61,1.6,118287519,180,1.4702625,5.654943,100,100,1,C,C,1,F,0.009722222218,0.006249999999,0.7465277778,Jun-2024
02-TP-AA-25082024-174006,E,50H-255.25,2.3,96840917,320,2.362185,7.657923,100,100,1,C,C,1,E,0.025,0.01527777778,0.7118055556,Jun-2024
60-TP-AA-24092024-181497,C,51C-853.76,16,708997941,1140,10.519593,24.1554495,100,100,1,B,B,1,F,0.025,0.008333333331,0.08402777778,Jun-2024
26-TI-AA-24092024-181473,B,50H-261.89,16,599058589,1260,11.4454305,37.9944495,100,100,3,ABC,C,1,D,0.20625,0.1006944444,1.720833333,Jun-2024
19-TP-BB-24092024-181287,D,51D-343.96,2.2,103585998,200,2.04687,4.9355145,100,100,1,B,B,1,E,0.02708333333,0.01805555555,0.7513888889,Jun-2024
19-TP-AA-24092024-181509,D,61E-005.02,5,588015939,680,5.285784,12.874869,100,100,1,B,B,1,E,0.03819444445,0.02847222222,0.6611111111,Jun-2024
02-TP-AA-25092024-181536,E,51C-538.27,5,178031940,520,5.2113075,9.8480865,100,100,1,C,C,1,E,0.03402777778,0.02083333334,0.5875,Jun-2024
60-TP-AA-24102024-187717,C,50LD-194.99,9,317260990,720,6.362055,15.810606,100,83,3,ACB,B,1,F,0.04097222222,0.1069444444,0.2243055556,Jun-2024
19-TP-AA-24102024-187726,D,51C-691.01,5,215396357,390,5.165895,16.3049565,100,100,1,B,B,1,E,0.03333333333,0.02569444444,0.6291666667,Jun-2024
02-TP-AA-24102024-187727,E,51C-538.27,5,158683915,470,5.01459,10.912776,100,100,2,AC,C,1,E,0.01875,0.05138888888,0.6,Jun-2024
60-TP-AA-24112024-195758,C,51D-174.22,9,1381635750,1720,9.053184,18.915036,100,100,1,B,B,1,F,0.02013888889,0.02013888889,2.772916667,Jun-2024
19-TP-BB-24112024-195587,D,51D-343.96,2.2,108589372,310,2.276085,5.776659,100,100,1,B,B,1,E,0.02986111111,0.007638888892,0.6618055556,Jul-2024
02-TP-AA-24112024-195771,E,51C-538.27,5,386974874,590,5.1587025,12.3698925,100,100,1,C,C,1,E,0.02916666666,0.0125,0.55625,Jul-2024
02-TP-AA-24112024-195659,E,51D-340.46,2,58787256,170,2.36964,4.854234,100,100,1,C,C,1,E,0.02013888889,0.01111111111,0.5277777778,Jul-2024
60-TP-AA-25062024-158995,C,61C-282.28,16,423383313,1050,10.801014,22.810053,100,100,1,C,C,1,F,0.03055555555,0.01180555556,0.1680555556,Jul-2024
60-TP-AA-25062024-158997,C,50H-052.71,9,230613585,780,6.318018,18.272961,100,100,1,C,C,1,F,0.02013888889,0.02638888889,0.3034722222,Jul-2024
60-TP-AA-25062024-158996,C,51D-174.22,9,225503837,620,6.822522,18.901092,100,100,2,AB,B,1,F,0.03125,0.1784722222,0.9826388889,Jul-2024
26-TI-AA-25062024-158961,B,51D-610.50,16,632006311,1080,14.1294405,32.528034,100,100,3,CAB,B,1,D,0.1027777778,0.1951388889,2.752777778,Jul-2024
02-TP-AA-25062024-159021,E,50H-206.50,5,150270414,420,5.264805,7.469259,100,100,1,C,C,1,E,0.02291666667,0.01458333333,0.7472222222,Aug-2024
19-TP-AA-25062024-159024,D,51C-558.65,5,638119317,750,5.406345,12.5162205,100,100,1,B,B,1,E,0.03402777777,0.02708333334,0.7291666667,Aug-2024
02-TP-AA-25062024-159020,E,51C-538.27,5,84314434,410,5.21934,8.817774,100,100,1,C,C,1,E,0.01041666666,0.06041666667,0.7083333333,Aug-2024
19-TP-AA-25062024-159023,D,61P-0114,5,141071639,320,3.062724,23.041389,100,100,1,B,B,1,E,0.03680555556,0.006944444438,0.6583333333,Aug-2024
19-TP-AA-25062024-159022,D,61E-005.02,5,277268489,450,5.305062,12.6566895,100,100,1,B,B,1,E,0.02361111111,0.02986111111,0.5666666667,Aug-2024
60-TP-AA-25072024-166503,C,50LD-165.85,9,300255510,700,6.218205,16.974804,100,100,1,C,C,1,F,0.01111111111,0.02013888889,0.25625,Aug-2024
60-TP-AA-25072024-166504,C,50H-052.71,9,237455229,920,8.33301,19.9062255,100,100,1,C,C,1,F,0.02499999999,0.03125,0.1104166667,Aug-2024
60-TP-AA-25072024-166505,C,51C-853.76,16,574260323,830,10.2226425,30.1669305,100,100,1,B,B,1,F,0.02430555555,0.008333333331,0.1243055556,Aug-2024
26-TI-AA-25072024-166485,B,50H-302.26,16,550623106,1040,7.7019705,31.4102985,100,100,1,A,A,1,D,0.04444444444,0.03125,2.261805556,Aug-2024
02-TP-AA-25072024-166513,E,51C-538.27,5,148245583,720,2.738925,13.434603,100,100,2,AC,C,1,E,0.03541666667,0.03333333334,0.7520833333,Aug-2024
19-TP-AA-25072024-166515,D,61E-005.02,5,217747682,420,5.383329,13.155492,100,100,1,B,B,1,E,0.07569444444,0.007638888885,0.7361111111,Sep-2024
02-TP-AA-25072024-166512,E,51C-919.76,5,105482774,490,5.512185,10.9689405,100,100,1,C,C,1,E,0.02222222222,0.01180555555,0.7145833333,Sep-2024
19-TP-AA-25072024-166514,D,51C-558.65,5,215832660,390,5.180595,12.846624,100,100,1,B,B,1,E,0.02847222222,0.006250000006,0.6722222222,Sep-2024
60-TP-AA-25082024-174199,C,51C-853.76,16,730059961,1110,13.461798,30.3703365,100,100,2,CB,B,1,F,0.03263888889,0.06249999999,0.2152777778,Sep-2024
26-TI-AA-25082024-174176,B,50LD-178.61,16,707787838,1160,12.512871,38.6178555,100,100,3,CAB,B,1,D,0.07708333333,0.2208333333,1.696527778,Sep-2024
19-TP-AA-25082024-174031,D,51D-540.58,2,214809861,190,2.119635,4.612881,100,100,1,B,B,1,E,0.01527777778,0.01180555555,0.7645833333,Sep-2024
19-TP-AA-25082024-174030,D,51D-343.96,2.2,186112088,260,2.343768,6.840876,100,100,1,B,B,1,E,0.01875,0.006944444438,0.7131944444,Sep-2024
02-TP-AA-26082024-174234,E,51D-336.62,2.3,94521256,220,1.04643,8.535345,100,100,1,A,A,1,E,0.01736111111,0.03958333333,0.6652777778,Sep-2024
02-TP-AA-25082024-174057,E,51D-339.81,2.3,55149722,410,0.96999,6.469785,100,100,1,C,C,1,E,0.03194444445,0.01388888889,0.5951388889,Oct-2024
60-TP-AA-25092024-181807,C,61C-282.28,16,555237697,1200,13.085625,27.949593,100,100,1,C,C,1,F,0.01388888889,0.02291666666,0.2736111111,Oct-2024
60-TP-AA-25092024-181808,C,61C-282.28,16,406818443,1240,9.9899415,26.5443465,100,100,2,AC,C,1,F,0.02430555555,0.03611111111,0.1861111111,Nov-2024
60-TP-AA-25092024-181809,C,51C-853.76,16,580219256,960,10.606995,27.985776,100,100,1,B,B,1,F,0.02222222222,0.04097222222,0.1798611111,Nov-2024
60-TP-AA-25092024-181810,C,61C-282.28,16,390200766,850,9.486981,24.0604455,100,88,2,CB,B,1,F,0.03680555556,0.06388888888,0.7069444444,Nov-2024
26-TI-AA-25092024-181781,B,51D-610.55,16,542731912,1200,16.1256795,38.904075,100,100,1,B,B,1,D,0.1298611111,0.01597222222,1.831944444,Nov-2024
19-TP-AA-25092024-181825,D,51C-558.65,5,247703501,450,5.509539,14.2340625,100,100,1,B,B,1,E,0.05277777778,0.01527777778,0.8777777778,Nov-2024
19-TP-AA-25092024-181826,D,61P-0114,5,197919646,430,5.315646,12.2185665,100,100,1,B,B,1,E,0.03958333334,0.008333333324,0.6895833333,Nov-2024
02-TP-AA-26092024-181833,E,51D-336.62,2.3,77568507,120,1.24425,7.2151065,100,100,1,C,C,1,E,0.01944444444,0.01736111112,0.6881944444,Nov-2024
02-TP-AA-25092024-181824,E,50H-206.50,5,186581290,480,2.511852,16.394049,100,100,1,A,A,1,E,0.01527777778,0.004166666673,0.6583333333,Jun-2024
60-TP-AA-25102024-187954,C,61C-282.28,16,326292923,1390,11.734716,24.228834,100,100,2,CB,B,1,F,0.03958333333,0.08125,0.1034722222,Jun-2024
19-TP-AA-25102024-187963,D,61E-005.02,5,211731883,370,4.1156955,16.354044,100,100,1,B,B,1,E,0.06944444445,0.01527777778,0.6270833333,Jun-2024
02-TP-AA-25102024-187962,E,50H-206.50,5,97468429,710,3.805515,11.609136,100,100,1,C,C,1,E,0.03055555555,0.005555555552,0.5819444444,Jun-2024
02-TP-AA-25102024-187901,E,50H-255.25,2.3,148037559,250,3.058566,7.442211,100,100,1,C,C,1,E,0.01736111112,0.006249999999,0.5631944444,Jun-2024
60-TP-AA-25112024-195995,C,61C-282.28,16,405128106,1130,10.206756,27.028344,100,100,1,C,C,1,F,0.02013888889,0.004861111112,0.2027777778,Jun-2024
60-TP-AA-25112024-195996,C,50H-052.71,9,650438523,480,4.3722,35.6706,100,100,1,C,C,1,F,0.01736111111,0.01041666666,0.9145833333,Jul-2024
TTPP-BB-25112024-195806,A,51C-600.58,1.45,42131288,90,1.301475,3.081603,100,100,1,B,B,1,F,0.009722222218,0.01666666667,0.09652777778,Jul-2024
60-TP-AA-25112024-195998,C,61C-282.28,16,539234066,1050,10.0326555,161.6131125,100,100,2,AB,B,1,F,0.0423611111,0.05277777778,0.7430555556,Aug-2024
60-TP-AA-25112024-195997,C,51C-853.76,16,256252759,1280,9.447018,13.569927,100,100,1,C,C,1,F,0.02222222222,0.07986111112,0.7479166667,Aug-2024
26-TI-AA-25112024-195960,B,50H-614.51,16,766520681,1150,9.888207,38.9395335,100,100,2,CA,A,1,D,0.1756944444,0.07916666667,1.680555556,Aug-2024
26-TI-AA-25112024-195959,B,78C-030.40,16,700968813,1360,16.7398245,42.0492765,100,100,1,B,B,1,D,0.1125,0.02291666666,0.6222222222,Aug-2024
19-TP-AA-25112024-196015,D,61P-0114,5,246633674,450,5.374047,13.320258,100,100,1,B,B,1,E,0.04861111112,0.07152777777,0.7506944444,Aug-2024
02-TP-AA-26112024-196108,E,51D-340.46,2,84527295,190,2.501205,4.4054325,100,100,1,C,C,1,E,0.02847222222,0.009027777778,0.7472222222,Aug-2024
02-TP-AA-26112024-196109,E,51C-720.66,2.3,70683188,230,2.3328585,3.9355365,100,100,1,C,C,1,E,0.01041666667,0.006944444438,0.7298611111,Aug-2024
19-TP-AA-25112024-196016,D,51C-558.65,5,204207034,420,3.3414885,20.820219,100,100,1,B,B,1,E,0.06319444444,0.05625000001,0.7166666667,Aug-2024
02-TP-AA-26112024-196107,E,51C-919.76,5,226149887,680,5.454393,11.6182815,100,100,1,C,C,1,E,0.04444444444,0.06597222222,0.7013888889,Aug-2024
02-TP-AA-26112024-196111,E,51D-339.81,2.3,77903679,140,2.3352,4.466511,100,100,1,C,C,1,E,0.0125,0.02361111112,0.6944444444,Aug-2024
02-TP-AA-26112024-196110,E,51D-157.63,2.3,51273822,90,2.31315,3.1378725,100,100,1,C,C,1,E,0.01597222222,0.01597222222,0.6902777778,Aug-2024
60-TP-AA-26062024-159286,C,50H-052.21,9,453420024,780,7.839993,19.863627,100,100,2,CB,B,1,F,0.02569444444,0.06805555556,0.2979166667,Aug-2024
60-TP-AA-26062024-159285,C,61C-282.28,16,581852572,930,11.302683,28.4281095,100,100,1,B,B,1,F,0.04027777778,0.1208333333,1.035416667,Aug-2024
26-TI-AA-26062024-159258,B,51D-447.14,16,465472429,980,8.7797745,22.3149465,65,100,2,AC,C,1,D,0.05416666666,0.1409722222,1.736111111,Sep-2024
02-TP-AA-26062024-159225,E,51D-339.81,2.3,134706901,210,1.41015,7.003038,100,100,1,A,A,1,E,0.02291666666,0.02152777778,0.8173611111,Sep-2024
02-TP-AA-26062024-159227,E,50H-245.07,2.3,154094283,190,2.5159575,5.6582085,100,100,1,C,C,1,E,0.02083333334,0.01666666667,0.7458333333,Sep-2024
02-TP-AA-26062024-159304,E,51C-538.27,5,71618731,490,5.027505,8.0552115,100,100,1,C,C,1,E,0.03402777777,0.0006944444467,0.71875,Sep-2024
02-TP-AA-26062024-159226,E,51C-720.66,2.3,71567772,210,2.404605,5.677644,100,100,2,AC,C,1,E,0.01388888889,0.04305555555,0.7,Sep-2024
02-TP-AA-26062024-159303,E,51C-919.76,5,211556200,770,5.39343,12.2536995,100,100,1,C,C,1,E,0.02777777777,0.02569444445,0.65625,Sep-2024
60-TP-AA-26072024-166835,C,51D-174.22,9,293344236,690,7.3731,16.3381785,100,100,2,CB,B,1,F,0.02708333333,0.05902777777,0.1305555556,Sep-2024
26-TI-AA-27072024-166927,B,50H-307.93,16,284434953,260,2.419368,11.574633,45,100,1,A,A,1,D,0.02013888889,0.02847222222,1.7375,Sep-2024
02-TP-AA-26072024-166845,E,51C-538.27,5,355617211,350,5.179146,8.3389005,100,100,1,C,C,1,E,0.03819444445,0.003472222226,0.7402777778,Oct-2024
02-TP-AA-26072024-166746,E,51D-157.63,2.3,49474046,140,2.44125,3.5031465,100,100,1,C,C,1,E,0.01666666667,0.007638888885,0.7069444444,Oct-2024
02-TP-AA-26072024-166844,E,51C-302.42,5,114382713,240,3.669015,6.4358595,100,100,1,C,C,1,E,0.03055555555,0.01736111112,0.6777777778,Oct-2024
60-TP-AA-26082024-174489,C,61C-282.28,16,707901934,930,9.376626,25.773132,100,100,1,B,B,1,F,0.02152777778,0.06736111111,0.2118055556,Nov-2024
60-TP-AA-26082024-174490,C,61C-282.28,16,483017207,860,10.875438,27.38883,100,100,1,B,B,1,F,0.03263888889,0.05763888889,0.6770833333,Nov-2024
26-TI-AA-26082024-174469,B,51D-614.79,16,588301255,1270,16.115568,39.1461,100,100,1,B,B,1,D,0.1125,0.01597222222,1.86875,Nov-2024
02-TP-AA-26082024-174424,E,50H-255.25,2.3,46099890,310,2.403345,3.5820435,100,100,1,C,C,1,E,0.01805555556,0.01666666666,0.7430555556,Nov-2024
19-TP-AA-26082024-174508,D,61E-005.02,5,191868609,440,5.262012,14.0342895,100,100,1,B,B,1,E,0.06041666667,0.03194444444,0.7333333333,Nov-2024
02-TP-AA-26082024-174509,E,51C-919.76,5,117295910,550,5.70969,10.9461765,100,100,1,C,C,1,E,0.03888888888,0.0006944444467,0.7333333333,Nov-2024
19-TP-AA-26082024-174507,D,51C-558.65,5,217483517,420,5.2428705,21.974148,100,100,1,B,B,1,E,0.05,0.005555555552,0.725,Nov-2024
02-TP-AA-26082024-174510,E,51C-538.27,5,177190617,630,3.94254,11.6818695,100,100,1,C,C,1,E,0.01805555556,0.00277777778,0.6965277778,Nov-2024
02-TP-AA-26082024-174426,E,51C-720.66,2.3,121299159,180,2.2155,4.85835,100,100,1,C,C,1,E,0.02083333334,0.002083333333,0.6791666667,Jun-2024
02-TP-AA-26082024-174429,E,51D-336.62,2.3,190956855,230,4.81866,8.737638,100,100,1,C,C,1,E,0.02083333333,0.03888888889,0.6201388889,Jun-2024
02-TP-AA-26082024-174430,E,51D-157.63,2.3,33874575,200,0.483,1.09956,100,100,1,C,C,1,E,0.01458333333,0.04305555556,0.6152777778,Jun-2024
02-TP-AA-26082024-174425,E,50H-245.07,2.3,82144513,240,2.4555825,8.6688,100,100,1,C,C,1,E,0.01944444445,0.01458333333,0.6069444444,Jun-2024
19-TP-AA-26082024-174506,D,61P-0114,5,331576378,550,5.224758,13.846056,100,100,1,B,B,1,E,0.02569444445,0.009027777778,0.5930555556,Jun-2024
02-TP-AA-26082024-174511,E,51C-302.42,5,124892220,250,5.132715,7.8831375,100,100,1,C,C,1,E,0.04375,0.01944444444,0.575,Jun-2024
60-TP-AA-26092024-182033,C,50LD-195.34,5,278621416,530,6.3241185,18.9715365,100,100,2,AC,C,1,F,0.02430555556,0.1729166667,0.7958333333,Jun-2024
26-TI-AA-26092024-182017,B,50H-257.57,16,419087203,670,5.8910985,19.968102,60,100,3,BCA,A,1,D,0.05138888888,0.1618055556,1.647916667,Jun-2024
19-TP-AA-26092024-182046,D,51C-558.65,5,250289232,440,5.286813,13.0854255,100,100,1,B,B,1,E,0.04166666667,0.007638888877,0.9791666667,Jun-2024
19-TP-AA-26092024-182045,D,61E-005.02,5,275408871,500,4.6380285,17.4005685,100,100,1,B,B,1,E,0.04305555556,0.01180555555,0.9152777778,Jun-2024
19-TP-BB-26092024-181882,D,51D-343.96,2.2,85442901,150,2.819355,6.37665,100,100,1,B,B,1,E,0.01527777778,0.04166666666,0.8041666667,Jul-2024
02-TP-AA-26092024-182048,E,51C-538.27,5,215830255,510,5.154345,8.1728325,100,100,1,C,C,1,E,0.03194444445,0.006249999999,0.7854166667,Jul-2024
02-TP-AA-26092024-182050,E,51C-919.76,5,183583691,610,4.279233,13.018467,100,100,1,C,C,1,E,0.01944444445,0.01597222222,0.7534722222,Jul-2024
19-TP-AA-26092024-182047,D,51C-691.01,5,237240059,480,5.108565,13.006224,100,100,1,B,B,1,E,0.05833333333,0.008333333331,0.7479166667,Jul-2024
02-TP-AA-26092024-182049,E,51C-302.42,5,258845186,650,7.5372675,14.7408345,100,100,1,C,C,1,E,0.03958333333,0.01875,0.7166666667,Jul-2024
02-TP-AA-26092024-182051,E,50H-206.50,5,227037466,470,3.5146125,7.277151,100,100,1,C,C,1,E,0.01458333333,0.04930555556,0.7,Jul-2024
60-TP-AA-26102024-188187,C,50LD-195.34,5,279886490,630,3.341667,15.5481165,100,100,2,AC,C,1,F,0.02083333334,0.02916666667,0.04097222222,Jul-2024
60-TP-AA-27102024-188280,C,50LD-194.99,9,181700485,590,3.7093875,13.851264,100,83,1,C,C,1,F,0.007638888892,0.009027777771,0.1458333333,Aug-2024
02-TP-AA-27102024-188281,E,50H-206.50,5,246609227,600,5.426085,12.0820665,100,100,1,C,C,1,E,0.02569444445,0.02361111111,0.8486111111,Aug-2024
02-TP-AA-26102024-188161,E,50H-255.25,2.3,123118255,270,1.175328,6.877332,100,100,1,A,A,1,E,0.01666666667,0.01041666666,0.8048611111,Aug-2024
60-TP-AA-26112024-196417,C,61E-034.09,9,260992481,710,9.87441,16.385124,100,100,1,C,C,1,F,0.01805555556,0.02152777778,0.8263888889,Aug-2024
60-TP-AA-26112024-196416,C,50LD-194.99,9,288010381,620,6.783714,13.6688265,100,83,1,C,C,1,F,0.01597222222,0.02569444444,0.8201388889,Aug-2024
60-TP-AA-26112024-196415,C,61C-282.28,16,613278708,1640,15.559215,24.3472635,100,100,1,C,C,1,F,0.02847222223,0.01875,0.8263888889,Aug-2024
26-TI-AA-26112024-196387,B,50H-606.77,16,661231294,1680,15.006915,36.9251295,100,100,1,C,C,1,D,0.1256944444,0.01388888888,2.285416667,Aug-2024
26-TI-AA-26112024-196388,B,50H-007.33,16,988825509,1180,9.088107,39.2289765,100,100,2,BA,A,1,D,0.05,0.075,2.264583333,Aug-2024
19-TP-AA-26112024-196436,D,51C-691.01,5,229558210,490,5.0781045,14.2591995,100,100,1,B,B,1,E,0.03888888888,0.025,0.9256944444,Aug-2024
19-TP-AA-26112024-196437,D,61E-005.02,5,225520461,410,5.1120405,17.107125,100,100,1,B,B,1,E,0.02708333333,0.004166666666,0.8909722222,Aug-2024
02-TP-AA-26112024-196262,E,50H-255.25,2.3,77012343,160,0.74025,135.2258145,100,100,1,A,A,1,E,0.009722222218,0.01111111111,0.6354166667,Aug-2024
02-TP-AA-26112024-196435,E,50H-206.50,5,176377230,620,5.937225,15.229851,100,100,1,C,C,1,E,0.05138888889,0.01666666667,0.5756944444,Sep-2024
02-TP-AA-26112024-196434,E,51C-538.27,5,253632361,560,5.55156,11.559996,100,100,1,C,C,1,E,0.03472222223,0.009722222218,0.5645833333,Sep-2024
02-TP-AA-27112024-196478,E,51C-919.76,5,298286357,610,4.44486,11.760504,100,100,1,C,C,1,E,0.02291666666,0.002777777787,0.5326388889,Sep-2024
60-TP-AA-27062024-159473,C,51C-853.76,16,374290141,1110,12.026133,25.4823135,100,100,2,CB,B,1,F,0.04027777777,0.04236111112,0.2986111111,Sep-2024
TTPP-AA-28062024-160630,A,51C-053.22,1.4,61232915,180,1.27239,3.785586,100,100,1,C,C,1,F,0.009027777778,0.0006944444394,0.9020833333,Oct-2024
60-TP-AA-27072024-167065,C,50LD-195.34,5,156520341,520,4.744215,12.4675635,100,100,1,C,C,1,F,0.02569444445,0.002083333333,0.9388888889,Oct-2024
TTPP-AA-28072024-167093,A,51C-053.21,1.4,59391425,200,1.511895,2.85915,100,100,1,C,C,1,F,0.003472222219,0.001388888893,0.8388888889,Oct-2024
26-TI-AA-27072024-167058,B,50H-308.79,16,393372933,600,5.7062775,17.489514,50,100,2,CA,A,1,D,0.04722222222,0.1763888889,1.789583333,Oct-2024
02-TP-AA-27072024-166965,E,51D-336.62,2.3,87918791,270,2.399355,4.9761075,100,100,1,C,C,1,E,0.01875,0.002777777772,0.8270833333,Oct-2024
02-TP-AA-28072024-167077,E,51C-538.27,5,174463412,590,6.003165,13.0806585,100,100,1,C,C,1,E,0.03263888889,0.01527777778,0.7895833333,Oct-2024
60-TP-AA-27082024-174900,C,51C-853.76,16,344155183,1260,11.425764,25.918389,100,100,1,C,C,1,F,0.03680555556,0.01944444444,0.1673611111,Oct-2024
60-TP-AA-27082024-174901,C,50H-052.21,9,253297537,970,8.5678215,18.290097,100,100,1,C,C,1,F,0.01805555556,0.04027777778,0.1798611111,Oct-2024
60-TP-AA-27082024-174902,C,51D-174.22,9,254391480,890,7.317471,24.5713125,100,100,2,AC,C,1,F,0.02569444445,0.03541666666,0.2611111111,Oct-2024
60-TP-AA-28082024-174954,C,50LD-165.85,9,458245135,710,8.579718,21.1188075,100,100,1,B,B,1,F,0.01736111111,0.07430555556,0.1638888889,Oct-2024
26-TI-AA-27082024-174880,B,78C-030.40,16,282112308,930,5.94741,15.726816,45,100,1,C,C,1,D,0.1201388889,0.06666666667,1.146527778,Nov-2024
02-TP-AA-28082024-174953,E,51C-919.76,5,227559624,500,3.082926,17.064852,100,100,1,A,A,1,E,0.01388888888,0.03888888889,0.75625,Nov-2024
19-TP-AA-27082024-174917,D,51C-558.65,5,229607322,430,5.296284,17.095029,100,100,1,B,B,1,E,0.03472222223,0.008333333331,0.6826388889,Nov-2024
02-TP-AA-27082024-174715,E,51D-339.81,2.3,17307733,200,2.6208,4.866267,100,100,1,C,C,1,E,0.007638888892,0.0006944444467,0.6631944444,Nov-2024
02-TP-AA-27082024-174719,E,51C-720.66,2.3,42772379,390,1.05924,5.162472,100,100,1,C,C,1,E,0.01111111111,0.0006944444467,0.6409722222,Nov-2024
60-TP-AA-27092024-182218,C,51D-454.80,2.2,19943731,170,0.34566,0.9009,100,100,1,C,C,1,F,0.01319444444,0.003472222226,0.1486111111,Nov-2024
TTPP-AA-28092024-182391,A,51C-600.58,1.45,95540970,150,1.046094,3.3511275,90,100,1,C,C,1,F,0.025,0.08819444444,0.03472222222,Nov-2024
02-TP-AA-27092024-182237,E,51D-157.63,2.3,122780154,210,2.910495,4.5654525,100,100,1,C,C,1,E,0.02291666666,0.01180555556,1.652083333,Nov-2024
26-TI-AA-27102024-188379,B,50H-604.35,16,651189389,1000,10.402854,33.009732,90,100,3,ACB,B,1,D,0.06875,0.1798611111,1.641666667,Nov-2024
19-TP-AA-27102024-188310,D,51D-343.96,2.2,173792961,260,2.351727,5.5885515,100,100,1,B,B,1,E,0.01180555555,0.006250000006,0.4861111111,Nov-2024
60-TP-AA-27112024-196688,C,51D-473.93,9,902713499,1040,7.5291195,21.3028305,100,100,1,B,B,1,F,0.01805555556,0.01180555556,0.3256944444,Nov-2024
60-TP-AA-27112024-196689,C,61C-282.28,16,397365202,1020,9.607353,25.3067535,100,100,1,C,C,1,F,0.01111111111,0.04166666666,0.3131944444,Nov-2024
60-TP-AA-27112024-196690,C,51C-853.76,16,276120856,1400,8.577765,25.2833805,100,100,1,C,C,1,F,0.01944444444,0.0625,0.2256944444,Jun-2024
TTPP-AA-28112024-196886,A,51C-053.21,1.4,51641493,90,0.52857,3.8914155,75,100,1,C,C,1,F,0.006250000006,0.0006944444394,0.7923611111,Jun-2024
60-TP-AA-28112024-196875,C,50LD-195.34,5,200120065,290,4.045272,4.8909,100,100,1,B,B,1,F,0.01111111111,0.006944444445,0.81875,Jun-2024
26-TI-AA-27112024-196666,B,50H-304.18,16,21329993,70,0.26775,2.378376,5,100,1,A,A,1,D,0.004166666666,0.05069444444,1.803472222,Jul-2024
19-TP-AA-27112024-196488,D,51D-343.96,2.2,130512769,200,1.969527,7.5411,100,100,1,B,B,1,E,0.007638888892,0.006249999991,0.5430555556,Jul-2024
02-TP-AA-28062024-160720,E,51D-157.63,2.3,32249149,240,1.88097,3.7031715,100,100,1,C,C,1,E,0.01736111111,0.01666666666,1.993055556,Jul-2024
60-TP-AA-28072024-167224,C,51C-853.76,16,700844934,1110,8.508885,23.519181,100,100,1,B,B,1,F,0.01805555555,0.01180555556,0.1069444444,Jul-2024
19-TP-AA-28072024-167233,D,61E-005.02,5,427252375,640,5.123958,16.1103075,100,100,1,B,B,1,E,0.06597222223,0.01736111111,0.8881944444,Jul-2024
19-TP-AA-28072024-167234,D,51C-558.65,5,321319633,520,5.235405,17.785068,100,100,1,B,B,1,E,0.09722222222,0.01736111111,0.7923611111,Jul-2024
02-TP-AA-28072024-167231,E,51C-302.42,5,151813776,410,4.94613,10.2324285,100,100,1,C,C,1,E,0.01875,0.009722222225,0.7263888889,Jul-2024
19-TP-AA-28072024-167232,D,61P-0114,5,456028938,560,5.3235105,14.023128,100,100,1,B,B,1,E,0.02083333334,0.002777777772,0.69375,Jul-2024
60-TP-AA-28082024-175207,C,50LD-165.85,9,253284881,620,6.5418465,20.3934045,100,100,3,ACB,B,1,F,0.02986111111,0.05208333334,0.1979166667,Jul-2024
60-TP-AA-29082024-175245,C,50LD-194.99,9,238363358,790,4.904655,14.407701,100,83,1,C,C,1,F,0.0125,0.009027777778,0.08611111111,Aug-2024
26-TI-AA-28082024-175185,B,51D-611.48,16,640761082,1320,11.097282,34.928943,100,100,3,CAB,B,1,D,0.09097222221,0.1111111111,1.847222222,Aug-2024
19-TP-AA-28082024-175218,D,51C-691.01,5,182862663,400,5.318355,13.88163,100,100,1,B,B,1,E,0.02083333333,0.001388888893,0.9666666667,Aug-2024
19-TP-AA-28082024-175216,D,51C-558.65,5,237777018,460,5.2783815,12.006687,100,100,1,B,B,1,E,0.02916666667,0.0125,0.85,Aug-2024
02-TP-AA-28082024-175215,E,51C-919.76,5,333671687,380,3.8801805,9.945117,100,100,1,C,C,1,E,0.03472222222,0.009722222225,0.7986111111,Aug-2024
19-TP-AA-28082024-175217,D,61P-0114,5,221438632,400,5.360985,12.3124785,100,100,1,B,B,1,E,0.01805555555,0.008333333339,0.7791666667,Aug-2024
02-TP-AA-29082024-175241,E,50H-245.07,2.3,87874019,230,1.41267,6.16287,100,100,1,C,C,1,E,0.02083333334,0.01944444444,0.7743055556,Aug-2024
